,id,norm
0,208268,25.907453333782794
1,138871,38.22887670266157
2,183951,22.108096317421452
3,382194,25.610290674791113
4,230755,22.80750884818875
5,427046,22.98364357630902
6,193133,12.410120513790163
7,80395,17.868535054278553
8,359687,31.764023153953982
9,207470,25.59029042816374
10,8543,14.27349179572498
11,177033,21.988967049130963
12,48799,30.721776633292894
13,196611,19.715367074251127
14,148864,21.598573554147144
15,190108,42.355541901763736
16,253085,34.09014184771085
17,502130,32.973790666073704
18,357679,19.757259444818317
19,125692,19.414593404180593
20,407245,38.46521349815493
21,194918,15.871588324732674
22,404885,42.074490565669386
23,246339,32.65467686287982
24,327881,39.025651371246326
25,178075,17.51397182735514
26,153082,23.60473192654441
27,307395,20.14618301964747
28,278815,18.891644674871547
29,235305,47.834067398322
30,149257,38.675481873424005
31,6447,12.12915538194993
32,280627,37.81734986266951
33,242691,51.043951820861814
34,303042,25.632667435549585
35,417254,19.27874049819523
36,360568,34.8253030660777
37,212060,21.92064558808885
38,386507,20.111461511911877
39,235481,17.848952701176287
40,279127,26.78441619149247
41,166743,24.289004513687633
42,197753,16.403036911131068
43,218240,27.665085556799085
44,298301,26.083081684239914
45,113600,69.91021508122054
46,248812,14.065572989686741
47,163600,15.246911160980865
48,444998,30.784637699068764
49,223714,25.815784285919865
50,333618,50.45162147916682
51,220283,34.81957469734583
52,150898,29.01630908925236
53,16946,15.34107077353412
54,267665,30.93527047051771
55,374984,47.92073162865357
56,241759,39.24961342807442
57,288833,50.30707164754651
58,68390,27.686474651178578
59,293618,65.48419133560269
60,157266,24.776209714448697
61,323039,42.68705970487547
62,399654,21.65444158012983
63,182659,25.454358742335284
64,228020,22.381657162186485
65,153318,9.098003950926838
66,171017,32.03095914917906
67,243268,13.365555772461464
68,21655,23.034331070805305
69,289708,23.164390999734973
70,7280,14.408354770275071
71,230397,50.862495773130334
72,58810,21.483521685867252
73,251080,24.208011813815865
74,191516,31.101398042405876
75,174692,19.03982318980802
76,511623,66.81054927253915
77,294985,27.54856443368342
78,415334,26.181240428556816
79,385781,47.78568666508854
80,294646,22.130837520956867
81,486091,21.4856381905687
82,295601,40.85821840107452
83,172356,28.52773244386388
84,211459,35.164754246477585
85,149582,30.870209519906265
86,445591,18.1605112039277
87,139536,34.919332258046836
88,211120,31.61812998868374
89,248947,19.939977770577336
90,39144,38.55658974639173
91,241928,27.146379038034148
92,133711,20.17830033320969
93,225179,18.105651073811458
94,137680,13.375565743180402
95,188388,31.885927657368644
96,412465,37.249744517190464
97,392175,27.991814524476066
98,292402,23.571026270618066
99,61480,17.15390657796816
100,219415,47.80440319024208
101,191110,17.665298182653576
102,286755,69.01787135557105
103,145716,20.20113335895519
104,225138,29.724953681357572
105,571,24.116831379015665
106,290196,51.91626968029799
107,425400,31.181292966283355
108,134953,19.096586843539985
109,394064,19.64091965155523
110,333702,30.216163810377655
111,159720,30.20872507219598
112,356035,35.96165714825002
113,186720,38.82783607347794
114,357953,19.832724019896908
115,241022,24.156488228872487
116,256066,20.807892603672656
117,494461,70.16779286621731
118,345057,19.5684299530972
119,317212,23.012048157269252
120,491020,26.17611260601462
121,359001,17.864626802439815
122,145743,31.857205927990847
123,381901,19.200702131926
124,140368,38.692544528156155
125,398122,26.16088736470309
126,125882,28.247026309788698
127,233014,23.61523338444021
128,279391,31.202342785808163
129,138996,19.09177706050104
130,120518,35.94259312976181
131,289073,13.305433513815167
132,315226,36.14763545340646
133,309521,17.72143506803121
134,273756,13.04825938383476
135,317183,23.55786196165673
136,133726,11.498503490410869
137,428720,14.492404025904523
138,315937,37.835920197512344
139,504131,16.584896611315642
140,177830,12.968030844044327
141,181808,31.33807689652479
142,181498,20.239801513873427
143,201402,14.390498767741294
144,160674,36.09067130581123
145,438814,21.31325046937512
146,151045,12.547321533951514
147,152968,14.586192835434602
148,497019,22.83937821511789
149,52936,28.500538757169164
150,432973,21.03318510586937
151,296186,29.830677485642454
152,55508,37.471775032404345
153,141512,42.967656700075764
154,345363,35.052597361050324
155,479493,18.94325020102709
156,116972,17.239220702568907
157,283086,17.311951503629857
158,7531,8.785412950838342
159,371007,24.355640011414103
160,321529,36.652718774072014
161,165290,30.56214485735042
162,199378,19.558323620228652
163,184577,25.13971967388425
164,320741,24.853052851523252
165,160417,40.55203049341717
166,479721,29.232863785486927
167,296808,37.99921298294712
168,460342,21.171100426367996
169,438002,38.683848092775655
170,328404,17.31728816167209
171,469753,20.298960582354518
172,337944,28.517886250063466
173,335152,20.921656835664464
174,144093,34.27140821185769
175,265834,45.771895540538644
176,228388,24.1086714380535
177,15270,19.409755088286534
178,226328,21.345262859826736
179,416535,32.82335644240104
180,122676,28.928366713628932
181,221750,19.88374741621051
182,121208,37.13380785192267
183,113618,36.537681194757
184,313673,34.569798053016264
185,197765,23.53547599762582
186,227572,32.81832078088177
187,430445,24.639956608584043
188,285382,36.38176020264864
189,309804,18.536046737419525
190,464652,15.310211473279693
191,341417,31.181183145097815
192,330424,33.756542825421356
193,512751,18.70316343966121
194,345442,32.36961846493151
195,144910,32.61362262948981
196,423911,39.889252623521585
197,249318,24.04794034287992
198,194552,16.284023845671864
199,487881,77.68251740502808
200,188982,26.65061515421079
201,122427,27.9552307079544
202,508938,24.636940972697396
203,398295,22.347350401527347
204,356244,54.47677340616722
205,15800,19.265167512013672
206,372781,20.753965768002526
207,499351,46.23752990357043
208,248671,26.112894186183144
209,184710,25.204246728821154
210,263357,22.430872996491566
211,132815,25.11562619491901
212,479007,15.908348427241377
213,490318,26.93504515069797
214,161843,29.88234131617925
215,205084,21.728282433282107
216,363342,39.592171915968066
217,224912,18.811920755548517
218,248459,18.418103980155735
219,191778,32.98749550132239
220,191704,23.207440275673303
221,410139,27.49965588010723
222,178555,45.69644315425141
223,255824,18.134753844174696
224,348308,14.854069237087138
225,117642,45.06269048467821
226,373942,14.901937156443294
227,365104,20.142922293952065
228,273790,26.63985385982708
229,140568,24.695832071412514
230,165033,19.817012924388578
231,350722,63.920720285249594
232,365670,45.67827810877257
233,198893,19.2885850888398
234,427737,19.310478736313293
235,458127,22.850653174042204
236,71001,28.68943014657827
237,428180,12.123794002135547
238,234965,32.983172580890034
