original, alias1, alias2, ...
tree, brazil, beechnut, beech, walnut, cashew, chestnut, chest, chinquapin, coconut, hazelnut, hazel, hickory, lychee, macadamia, almond, nangai, pecan, pesto, pili, pine, pistachio, praline, shea
treenut, brazil, beechnut, beech, walnut, cashew, chestnut, chest, chinquapin, coconut, hazelnut, hazel, hickory, lychee, macadamia, almond, nangai, pecan, pesto, pili, pine, pistachio, praline, shea
alcohol, beer, wine, rum, scotch, tequila, vodka
